Transaction_ID,Date,Time,Store_Name,Store_ID,Region,Category,Product_Name,Brand,SKU,Quantity,Unit_Price,Subtotal,Discount_Percent,Discount_Amount,Tax_Rate,Tax_Amount,Total_Amount,Cost_Per_Unit,Total_Cost,Profit,Profit_Margin,Payment_Method,Customer_Type,Customer_ID,Sales_Channel,Sales_Rep_ID,Promotion_Code,Shipping_Cost,Return_Status,Customer_Rating,Inventory_Status
TXN004712,2023-10-04,14:38:10,San Antonio Riverwalk,ST008,Southwest,Electronics,Laptop,Exclusive Brand J,ELE6728,5,452.0,2260.0,20,452.0,0.08,144.64,1952.64,344.03,1720.15,232.49,11.91,Debit Card,VIP,CUST9456,Online,REP958,WINTER25,0,No,3,In Stock
TXN004713,2023-03-13,15:05:24,Tampa Bay Street,ST020,Midwest,Electronics,Gaming Console,Signature Brand G,ELE1981,3,1002.8,3008.4,10,300.84,0.08,216.6,2924.16,651.02,1953.06,971.1,33.21,Buy Now Pay Later,New,CUST4918,Mobile App,REP673,NONE,16.81,No,4,In Stock
TXN004714,2022-01-25,12:54:17,Phoenix Fashion Square,ST006,Southeast,Sports & Outdoors,Yoga Mat,Classic Brand D,SPO6857,3,303.06,909.18,20,181.84,0.08,58.19,785.53,211.13,633.39,152.14,19.37,Gift Card,VIP,CUST7446,Online,REP327,VIP30,22.4,No,1,In Stock
TXN004715,2022-04-30,09:40:49,Seattle Pike Place,ST013,Southwest,Accessories,Handbag,Heritage Brand H,ACC1135,3,446.07,1338.21,20,267.64,0.08,85.65,1156.22,285.11,855.33,300.89,26.02,Digital Wallet,VIP,CUST2558,In-Store,REP192,WINTER25,1.17,No,2,Low Stock
TXN004716,2022-11-08,11:03:55,Orlando Mall,ST019,Northeast,Footwear,Dress Shoes,Luxury Brand B,FOO4747,4,228.91,915.64,0,0.0,0.08,73.25,988.89,167.26,669.04,319.85,32.34,Buy Now Pay Later,New,CUST7559,Online,REP968,FLASH15,2.07,No,5,In Stock
TXN004717,2023-04-16,14:06:14,Phoenix Fashion Square,ST006,West,Beauty & Personal Care,Perfume,Modern Brand E,BEA3350,4,22.83,91.32,20,18.26,0.08,5.84,78.9,14.33,57.32,21.58,27.35,Gift Card,Regular,CUST9069,Online,REP289,WINTER25,20.55,No,4,In Stock
TXN004718,2023-04-25,19:03:21,San Antonio Riverwalk,ST008,Midwest,Home & Living,Lamp,Modern Brand E,HOM6435,1,40.43,40.43,25,10.11,0.08,2.43,32.75,27.95,27.95,4.8,14.66,Debit Card,Member,CUST9973,Online,REP662,WINTER25,24.59,No,4,In Stock
TXN004719,2023-09-13,11:25:32,Austin Domain,ST012,Southwest,Footwear,Boots,Designer Brand C,FOO8649,4,221.23,884.92,25,221.23,0.08,53.1,716.79,176.18,704.72,12.07,1.68,Cash,New,CUST4786,Mobile App,REP193,NONE,10.31,No,4,Low Stock
TXN004720,2023-12-30,18:12:20,New York Flagship,ST001,West,Footwear,Running Shoes,Exclusive Brand J,FOO3550,4,149.12,596.48,5,29.82,0.08,45.33,611.99,100.68,402.72,209.27,34.2,Credit Card,VIP,CUST9700,Phone Order,REP996,FLASH15,0.25,No,3,In Stock
TXN004721,2022-06-08,14:10:23,Los Angeles Downtown,ST002,Midwest,Beauty & Personal Care,Skincare Set,Elite Brand F,BEA3616,1,106.34,106.34,10,10.63,0.08,7.66,103.37,84.49,84.49,18.88,18.26,Digital Wallet,New,CUST7497,In-Store,REP619,NONE,0,No,2,Low Stock
TXN004722,2023-11-05,14:04:02,Atlanta Buckhead,ST018,Midwest,Beauty & Personal Care,Makeup Kit,Luxury Brand B,BEA1198,4,108.9,435.6,0,0.0,0.08,34.85,470.45,76.74,306.96,163.49,34.75,Debit Card,New,CUST1466,In-Store,REP629,FLASH15,19.49,No,5,Low Stock
TXN004723,2023-10-07,16:34:30,Seattle Pike Place,ST013,West,Electronics,Smartphone,Luxury Brand B,ELE8810,3,1815.39,5446.17,0,0.0,0.08,435.69,5881.86,1289.95,3869.85,2012.01,34.21,Cash,Regular,CUST3151,Phone Order,REP795,FLASH15,17.92,No,1,In Stock
TXN004724,2023-04-13,13:33:02,Tampa Bay Street,ST020,Southeast,Toys & Games,Puzzle,Heritage Brand H,TOY6223,5,55.84,279.2,15,41.88,0.08,18.99,256.31,43.14,215.7,40.61,15.84,Credit Card,New,CUST2730,Online,REP461,NONE,4.49,No,1,Low Stock
TXN004725,2022-12-25,16:06:52,Chicago Magnificent Mile,ST003,Southwest,Clothing,Jacket,Modern Brand E,CLO1554,2,180.6,361.2,0,0.0,0.08,28.9,390.1,142.3,284.6,105.5,27.04,Digital Wallet,Regular,CUST4917,Online,REP867,NONE,1.76,No,4,In Stock
TXN004726,2022-06-11,16:01:47,Las Vegas Strip,ST017,Midwest,Home & Living,Wall Art,Exclusive Brand J,HOM9050,5,31.42,157.1,30,47.13,0.08,8.8,118.77,20.08,100.4,18.37,15.47,Buy Now Pay Later,Regular,CUST6918,Online,REP327,NONE,15.83,No,1,In Stock
TXN004727,2023-12-12,09:06:50,Houston Galleria,ST005,Northeast,Clothing,Skirt,Elite Brand F,CLO9626,5,24.37,121.85,10,12.19,0.08,8.77,118.43,16.52,82.6,35.83,30.25,Gift Card,Member,CUST6764,Online,REP511,NONE,14.66,Yes,5,In Stock
TXN004728,2022-08-26,09:19:32,Boston Newbury Street,ST015,Southeast,Accessories,Wallet,Elite Brand F,ACC5075,1,162.09,162.09,20,32.42,0.08,10.37,140.04,124.39,124.39,15.65,11.18,Buy Now Pay Later,New,CUST8647,In-Store,REP937,SUMMER20,0,No,1,In Stock
TXN004729,2022-09-19,16:47:19,San Antonio Riverwalk,ST008,Northeast,Clothing,Shirt,Designer Brand C,CLO7257,4,129.06,516.24,0,0.0,0.08,41.3,557.54,99.52,398.08,159.46,28.6,Digital Wallet,VIP,CUST6677,Phone Order,REP618,NONE,0,No,3,In Stock
TXN004730,2022-09-05,14:49:44,Portland Pearl District,ST016,Southeast,Beauty & Personal Care,Makeup Kit,Luxury Brand B,BEA6854,3,65.39,196.17,25,49.04,0.08,11.77,158.9,43.15,129.45,29.45,18.53,Digital Wallet,VIP,CUST7899,In-Store,REP565,VIP30,0,No,3,In Stock
TXN004731,2022-05-02,20:06:16,Las Vegas Strip,ST017,Southwest,Clothing,Dress,Premium Brand A,CLO7813,2,43.77,87.54,0,0.0,0.08,7.0,94.54,27.4,54.8,39.74,42.04,Buy Now Pay Later,New,CUST2626,Mobile App,REP888,SUMMER20,9.62,Yes,2,Out of Stock
TXN004732,2023-08-02,11:38:06,Seattle Pike Place,ST013,Southwest,Books & Media,Audio Book,Classic Brand D,BOO8457,3,37.54,112.62,5,5.63,0.08,8.56,115.55,26.58,79.74,35.81,30.99,Debit Card,Returning,CUST2482,Online,REP953,NONE,3.66,No,2,Low Stock
TXN004733,2022-09-20,19:57:12,Dallas NorthPark,ST010,Midwest,Accessories,Watch,Classic Brand D,ACC5305,2,103.08,206.16,0,0.0,0.08,16.49,222.65,78.46,156.92,65.73,29.52,Debit Card,Member,CUST2236,Phone Order,REP770,NONE,23.57,No,5,Out of Stock
TXN004734,2023-06-03,21:28:19,Boston Newbury Street,ST015,West,Clothing,Skirt,Luxury Brand B,CLO7409,5,176.0,880.0,10,88.0,0.08,63.36,855.36,139.21,696.05,159.31,18.62,Debit Card,Returning,CUST6135,In-Store,REP374,NONE,19.28,No,1,Low Stock
TXN004735,2022-02-02,17:18:21,Chicago Magnificent Mile,ST003,West,Books & Media,Magazine,Classic Brand D,BOO2043,5,11.51,57.55,20,11.51,0.08,3.68,49.72,8.31,41.55,8.17,16.43,Debit Card,Regular,CUST4226,Mobile App,REP782,NONE,6.66,No,1,In Stock
TXN004736,2022-10-16,11:30:02,Philadelphia Center City,ST007,Southeast,Sports & Outdoors,Yoga Mat,Elite Brand F,SPO3789,5,318.0,1590.0,0,0.0,0.08,127.2,1717.2,231.9,1159.5,557.7,32.48,Credit Card,Returning,CUST7184,Online,REP280,SUMMER20,24.78,Yes,4,In Stock
TXN004737,2022-11-01,11:35:59,Seattle Pike Place,ST013,Southeast,Jewelry,Earrings,Luxury Brand B,JEW3496,2,4321.17,8642.34,0,0.0,0.08,691.39,9333.73,2942.59,5885.18,3448.55,36.95,Gift Card,Returning,CUST7369,Phone Order,REP921,FLASH15,15.36,No,2,In Stock
TXN004738,2023-12-20,16:58:34,Austin Domain,ST012,Southeast,Electronics,Headphones,Designer Brand C,ELE4555,4,1059.52,4238.08,20,847.62,0.08,271.24,3661.7,646.02,2584.08,1077.62,29.43,Cash,VIP,CUST1386,Online,REP351,NONE,1.75,No,5,In Stock
TXN004739,2022-07-24,15:41:23,Denver Cherry Creek,ST014,Midwest,Books & Media,Magazine,Exclusive Brand J,BOO5003,3,27.81,83.43,10,8.34,0.08,6.01,81.1,19.68,59.04,22.06,27.2,Debit Card,Member,CUST2063,Mobile App,REP229,NONE,8.02,No,5,Out of Stock
TXN004740,2022-12-25,09:31:46,Miami Beach,ST004,Southeast,Toys & Games,Building Blocks,Premium Brand A,TOY7651,2,66.37,132.74,10,13.27,0.08,9.56,129.03,52.63,105.26,23.77,18.42,Digital Wallet,Member,CUST9806,Online,REP302,NEWCUST10,20.24,No,1,Low Stock
TXN004741,2022-06-02,21:31:16,San Diego Gaslamp,ST009,Southeast,Footwear,Sandals,Modern Brand E,FOO3061,1,180.34,180.34,25,45.09,0.08,10.82,146.07,137.58,137.58,8.49,5.81,Digital Wallet,Returning,CUST9761,In-Store,REP405,FLASH15,9.44,No,2,In Stock
TXN004742,2023-08-03,15:04:53,San Antonio Riverwalk,ST008,Northeast,Sports & Outdoors,Tennis Racket,Exclusive Brand J,SPO5032,1,73.66,73.66,20,14.73,0.08,4.71,63.64,54.59,54.59,9.05,14.22,Credit Card,Returning,CUST1847,Phone Order,REP818,SUMMER20,10.66,No,1,In Stock
TXN004743,2022-08-02,09:48:15,San Antonio Riverwalk,ST008,Midwest,Home & Living,Vase,Heritage Brand H,HOM4004,4,161.43,645.72,30,193.72,0.08,36.16,488.16,97.27,389.08,99.08,20.3,Cash,VIP,CUST6781,In-Store,REP581,VIP30,7.35,Yes,4,In Stock
TXN004744,2023-05-10,12:31:42,Los Angeles Downtown,ST002,West,Clothing,Jacket,Modern Brand E,CLO4663,4,174.52,698.08,15,104.71,0.08,47.47,640.84,118.43,473.72,167.12,26.08,Cash,Member,CUST7976,In-Store,REP791,WINTER25,14.07,No,1,In Stock
TXN004745,2022-05-31,15:33:54,San Antonio Riverwalk,ST008,West,Footwear,Running Shoes,Luxury Brand B,FOO7621,4,99.38,397.52,15,59.63,0.08,27.03,364.92,65.07,260.28,104.64,28.67,Buy Now Pay Later,VIP,CUST9599,Phone Order,REP202,FLASH15,12.34,No,3,Out of Stock
TXN004746,2022-08-18,15:30:45,Chicago Magnificent Mile,ST003,Southwest,Books & Media,Cookbook,Contemporary Brand I,BOO7336,2,33.29,66.58,5,3.33,0.08,5.06,68.31,26.04,52.08,16.23,23.76,Digital Wallet,VIP,CUST8223,Mobile App,REP637,NEWCUST10,3.22,No,2,In Stock
TXN004747,2022-02-02,15:59:54,Atlanta Buckhead,ST018,West,Electronics,Laptop,Exclusive Brand J,ELE4101,5,1507.18,7535.9,10,753.59,0.08,542.58,7324.89,1178.22,5891.1,1433.79,19.57,Gift Card,VIP,CUST6587,Online,REP844,SUMMER20,22.79,No,1,In Stock
TXN004748,2023-05-20,12:44:38,San Diego Gaslamp,ST009,Southeast,Toys & Games,Doll,Exclusive Brand J,TOY5813,3,40.56,121.68,0,0.0,0.08,9.73,131.41,31.66,94.98,36.43,27.72,Buy Now Pay Later,VIP,CUST2577,Phone Order,REP955,NEWCUST10,18.83,No,1,Out of Stock
TXN004749,2022-05-28,19:43:37,Houston Galleria,ST005,Southwest,Books & Media,Novel,Classic Brand D,BOO4124,2,12.93,25.86,15,3.88,0.08,1.76,23.74,9.82,19.64,4.1,17.27,Cash,VIP,CUST8764,Phone Order,REP494,VIP30,12.34,No,3,Out of Stock
TXN004750,2023-01-29,15:31:40,Austin Domain,ST012,Southeast,Home & Living,Rug,Contemporary Brand I,HOM5663,2,31.53,63.06,15,9.46,0.08,4.29,57.89,19.36,38.72,19.17,33.11,Cash,New,CUST1769,In-Store,REP330,VIP30,23.16,No,5,In Stock
TXN004751,2023-11-13,21:36:50,Dallas NorthPark,ST010,Southwest,Toys & Games,Puzzle,Heritage Brand H,TOY3331,2,57.93,115.86,5,5.79,0.08,8.81,118.88,40.17,80.34,38.54,32.42,Gift Card,New,CUST5555,Mobile App,REP356,FLASH15,0,Yes,5,Out of Stock
TXN004752,2022-09-06,19:53:59,Portland Pearl District,ST016,West,Jewelry,Bracelet,Designer Brand C,JEW1704,1,3459.38,3459.38,10,345.94,0.08,249.08,3362.52,2139.63,2139.63,1222.89,36.37,Digital Wallet,New,CUST3469,Mobile App,REP239,NONE,15.7,No,2,In Stock
TXN004753,2023-05-08,12:51:38,San Jose Valley Fair,ST011,Midwest,Sports & Outdoors,Dumbbell Set,Modern Brand E,SPO7884,3,565.44,1696.32,15,254.45,0.08,115.35,1557.22,417.36,1252.08,305.14,19.6,Credit Card,New,CUST5349,Online,REP450,SUMMER20,11.33,No,3,Out of Stock
TXN004754,2023-09-24,13:56:15,San Jose Valley Fair,ST011,Midwest,Clothing,Dress,Exclusive Brand J,CLO1920,1,53.39,53.39,15,8.01,0.08,3.63,49.01,38.76,38.76,10.25,20.91,Credit Card,Returning,CUST8065,In-Store,REP365,FLASH15,12.84,No,1,Out of Stock
TXN004755,2023-05-06,09:14:22,Tampa Bay Street,ST020,Northeast,Sports & Outdoors,Tennis Racket,Designer Brand C,SPO8988,1,120.21,120.21,30,36.06,0.08,6.73,90.88,77.71,77.71,13.17,14.49,Debit Card,Returning,CUST5422,In-Store,REP786,FLASH15,11.75,No,1,In Stock
TXN004756,2023-04-24,18:52:06,San Jose Valley Fair,ST011,Northeast,Toys & Games,Video Game,Premium Brand A,TOY9978,3,22.37,67.11,20,13.42,0.08,4.3,57.99,15.16,45.48,12.51,21.57,Buy Now Pay Later,Member,CUST7955,Online,REP258,FLASH15,17.96,No,1,In Stock
TXN004757,2023-07-08,18:40:59,Phoenix Fashion Square,ST006,Northeast,Toys & Games,Puzzle,Classic Brand D,TOY2622,3,81.63,244.89,5,12.24,0.08,18.61,251.26,64.03,192.09,59.17,23.55,Credit Card,Regular,CUST4043,Online,REP688,NONE,0,No,2,In Stock
TXN004758,2022-06-11,11:46:28,Houston Galleria,ST005,West,Beauty & Personal Care,Perfume,Luxury Brand B,BEA4872,3,50.15,150.45,5,7.52,0.08,11.43,154.36,32.2,96.6,57.76,37.42,Gift Card,Regular,CUST1380,In-Store,REP822,NONE,21.7,Yes,1,In Stock
TXN004759,2023-08-22,11:01:00,Houston Galleria,ST005,Southwest,Toys & Games,Puzzle,Contemporary Brand I,TOY3224,4,36.62,146.48,20,29.3,0.08,9.37,126.55,22.32,89.28,37.27,29.45,Debit Card,VIP,CUST2191,Online,REP423,VIP30,16.43,No,5,In Stock
TXN004760,2023-09-02,09:14:43,Las Vegas Strip,ST017,Southwest,Sports & Outdoors,Camping Tent,Modern Brand E,SPO3942,4,380.62,1522.48,25,380.62,0.08,91.35,1233.21,266.31,1065.24,167.97,13.62,Credit Card,Member,CUST3332,In-Store,REP735,FLASH15,12.94,No,5,Low Stock
TXN004761,2023-01-21,12:43:16,Austin Domain,ST012,Northeast,Electronics,Camera,Elite Brand F,ELE1228,4,1739.42,6957.68,10,695.77,0.08,500.95,6762.86,1047.03,4188.12,2574.74,38.07,Credit Card,Regular,CUST2384,Mobile App,REP699,NONE,15.29,No,5,Low Stock
TXN004762,2023-12-30,15:42:50,San Jose Valley Fair,ST011,Southeast,Sports & Outdoors,Tennis Racket,Premium Brand A,SPO8927,5,720.31,3601.55,5,180.08,0.08,273.72,3695.19,446.32,2231.6,1463.59,39.61,Digital Wallet,Regular,CUST3901,Online,REP435,SUMMER20,16.04,No,4,Out of Stock
TXN004763,2022-02-23,16:19:10,Tampa Bay Street,ST020,Southeast,Jewelry,Earrings,Signature Brand G,JEW7193,2,1886.89,3773.78,0,0.0,0.08,301.9,4075.68,1352.55,2705.1,1370.58,33.63,Gift Card,Member,CUST8436,Phone Order,REP910,NEWCUST10,13.42,No,4,In Stock
TXN004764,2023-02-19,16:13:19,Las Vegas Strip,ST017,Southwest,Electronics,Smartphone,Modern Brand E,ELE2543,2,959.94,1919.88,15,287.98,0.08,130.55,1762.45,749.52,1499.04,263.41,14.95,Buy Now Pay Later,New,CUST5383,Online,REP366,SUMMER20,18.8,No,2,In Stock
TXN004765,2023-07-26,10:40:05,Denver Cherry Creek,ST014,Southeast,Electronics,Laptop,Luxury Brand B,ELE8058,3,1097.77,3293.31,0,0.0,0.08,263.46,3556.77,743.3,2229.9,1326.87,37.31,Gift Card,New,CUST6433,Mobile App,REP748,NONE,23.77,No,4,Out of Stock
TXN004766,2023-12-26,20:18:10,Dallas NorthPark,ST010,Northeast,Accessories,Scarf,Luxury Brand B,ACC4774,3,339.6,1018.8,20,203.76,0.08,65.2,880.24,248.78,746.34,133.9,15.21,Digital Wallet,VIP,CUST8674,Online,REP376,NONE,13.76,No,3,In Stock
TXN004767,2023-08-04,18:18:06,Dallas NorthPark,ST010,Midwest,Jewelry,Ring,Modern Brand E,JEW8080,2,1232.33,2464.66,5,123.23,0.08,187.31,2528.74,772.37,1544.74,984.0,38.91,Buy Now Pay Later,Member,CUST9578,In-Store,REP538,NONE,6.81,No,5,Out of Stock
TXN004768,2023-08-27,12:09:33,Seattle Pike Place,ST013,Midwest,Electronics,Laptop,Luxury Brand B,ELE5157,3,718.18,2154.54,5,107.73,0.08,163.74,2210.55,510.14,1530.42,680.13,30.77,Credit Card,VIP,CUST3089,Online,REP522,NONE,0,No,4,Low Stock
TXN004769,2023-09-05,13:43:03,San Antonio Riverwalk,ST008,Southwest,Toys & Games,Video Game,Elite Brand F,TOY8031,2,24.33,48.66,25,12.16,0.08,2.92,39.42,17.38,34.76,4.66,11.82,Cash,VIP,CUST5154,In-Store,REP403,WINTER25,15.68,Yes,4,In Stock
TXN004770,2023-02-26,09:27:32,San Jose Valley Fair,ST011,Midwest,Electronics,Laptop,Modern Brand E,ELE2925,2,1879.97,3759.94,0,0.0,0.08,300.8,4060.74,1165.98,2331.96,1728.78,42.57,Gift Card,VIP,CUST9887,Online,REP572,NONE,17.86,No,2,In Stock
TXN004771,2023-09-26,14:49:37,Phoenix Fashion Square,ST006,Southwest,Books & Media,Novel,Exclusive Brand J,BOO5299,3,25.91,77.73,0,0.0,0.08,6.22,83.95,18.92,56.76,27.19,32.39,Cash,Regular,CUST7988,In-Store,REP827,VIP30,0.98,No,1,In Stock
TXN004772,2022-06-01,15:08:43,Las Vegas Strip,ST017,Southeast,Accessories,Wallet,Luxury Brand B,ACC6325,3,253.61,760.83,10,76.08,0.08,54.78,739.53,162.48,487.44,252.09,34.09,Cash,Returning,CUST7335,In-Store,REP475,NONE,24.2,No,2,Low Stock
TXN004773,2023-04-22,20:54:30,Philadelphia Center City,ST007,Southeast,Electronics,Laptop,Premium Brand A,ELE1074,4,226.2,904.8,15,135.72,0.08,61.53,830.61,141.54,566.16,264.45,31.84,Debit Card,Member,CUST8211,Online,REP897,VIP30,14.78,No,5,In Stock
TXN004774,2023-05-09,10:14:58,San Jose Valley Fair,ST011,Northeast,Electronics,Headphones,Designer Brand C,ELE2487,4,1845.76,7383.04,15,1107.46,0.08,502.05,6777.63,1350.23,5400.92,1376.71,20.31,Digital Wallet,Returning,CUST3400,Mobile App,REP357,NEWCUST10,19.3,No,1,Low Stock
TXN004775,2022-09-15,17:38:01,San Antonio Riverwalk,ST008,Northeast,Beauty & Personal Care,Skincare Set,Premium Brand A,BEA1771,1,60.91,60.91,0,0.0,0.08,4.87,65.78,45.86,45.86,19.92,30.28,Digital Wallet,New,CUST4606,In-Store,REP753,NEWCUST10,24.36,No,2,In Stock
TXN004776,2023-03-01,12:08:33,Portland Pearl District,ST016,West,Clothing,Jeans,Premium Brand A,CLO7056,5,170.83,854.15,20,170.83,0.08,54.67,737.99,133.38,666.9,71.09,9.63,Debit Card,Regular,CUST2789,In-Store,REP123,NONE,11.54,No,5,In Stock
TXN004777,2022-10-09,12:47:48,Phoenix Fashion Square,ST006,Southeast,Home & Living,Mirror,Heritage Brand H,HOM5235,3,236.29,708.87,0,0.0,0.08,56.71,765.58,158.62,475.86,289.72,37.84,Credit Card,Returning,CUST5527,Online,REP218,VIP30,10.11,No,4,Out of Stock
TXN004778,2023-08-03,09:52:40,Los Angeles Downtown,ST002,Northeast,Footwear,Boots,Premium Brand A,FOO5905,4,40.01,160.04,0,0.0,0.08,12.8,172.84,28.31,113.24,59.6,34.48,Buy Now Pay Later,Member,CUST4416,Mobile App,REP316,NONE,21.98,No,3,In Stock
TXN004779,2022-05-15,18:43:49,San Diego Gaslamp,ST009,Southwest,Toys & Games,Action Figure,Luxury Brand B,TOY2995,3,76.49,229.47,30,68.84,0.08,12.85,173.48,49.58,148.74,24.74,14.26,Gift Card,New,CUST4573,Online,REP776,WINTER25,6.86,No,1,In Stock
TXN004780,2022-07-08,20:52:31,Houston Galleria,ST005,Northeast,Clothing,Jeans,Premium Brand A,CLO3008,2,64.46,128.92,0,0.0,0.08,10.31,139.23,46.43,92.86,46.37,33.3,Buy Now Pay Later,New,CUST5294,Mobile App,REP771,NONE,0.51,No,5,Low Stock
TXN004781,2023-02-26,12:31:44,Tampa Bay Street,ST020,West,Books & Media,Cookbook,Premium Brand A,BOO7184,4,18.86,75.44,0,0.0,0.08,6.04,81.48,14.92,59.68,21.8,26.76,Debit Card,Member,CUST8068,Online,REP899,WINTER25,0,No,1,In Stock
TXN004782,2023-11-06,11:44:53,Tampa Bay Street,ST020,West,Accessories,Sunglasses,Heritage Brand H,ACC4702,5,81.57,407.85,20,81.57,0.08,26.1,352.38,49.23,246.15,106.23,30.15,Buy Now Pay Later,Regular,CUST8231,In-Store,REP594,NONE,1.85,No,3,In Stock
TXN004783,2022-10-10,20:49:13,Atlanta Buckhead,ST018,Midwest,Accessories,Belt,Heritage Brand H,ACC3738,2,462.02,924.04,30,277.21,0.08,51.75,698.58,359.2,718.4,-19.82,-2.84,Digital Wallet,Member,CUST1997,Phone Order,REP844,NONE,0,No,1,Out of Stock
TXN004784,2022-10-16,15:14:45,Las Vegas Strip,ST017,Southwest,Jewelry,Bracelet,Elite Brand F,JEW9518,3,4706.72,14120.16,25,3530.04,0.08,847.21,11437.33,3018.65,9055.95,2381.38,20.82,Digital Wallet,Regular,CUST9916,Phone Order,REP608,VIP30,0,No,5,In Stock
TXN004785,2023-10-31,17:33:28,New York Flagship,ST001,West,Sports & Outdoors,Camping Tent,Modern Brand E,SPO1311,2,542.63,1085.26,0,0.0,0.08,86.82,1172.08,365.0,730.0,442.08,37.72,Cash,VIP,CUST2086,Phone Order,REP296,NEWCUST10,21.35,Yes,2,In Stock
TXN004786,2023-06-07,09:08:45,Seattle Pike Place,ST013,West,Beauty & Personal Care,Body Lotion,Designer Brand C,BEA2863,4,18.63,74.52,0,0.0,0.08,5.96,80.48,12.57,50.28,30.2,37.52,Credit Card,VIP,CUST4863,Mobile App,REP558,NONE,0,No,1,In Stock
TXN004787,2022-08-18,13:31:11,Boston Newbury Street,ST015,Southwest,Toys & Games,Board Game,Classic Brand D,TOY9050,2,93.33,186.66,20,37.33,0.08,11.95,161.28,64.71,129.42,31.86,19.75,Cash,New,CUST8254,Mobile App,REP100,NONE,0,Yes,2,In Stock
TXN004788,2023-04-28,12:59:24,Denver Cherry Creek,ST014,Southeast,Accessories,Sunglasses,Contemporary Brand I,ACC1565,4,450.06,1800.24,20,360.05,0.08,115.22,1555.41,345.08,1380.32,175.09,11.26,Buy Now Pay Later,Regular,CUST3174,In-Store,REP859,SUMMER20,24.32,No,1,Out of Stock
TXN004789,2023-02-16,18:09:09,Houston Galleria,ST005,Midwest,Jewelry,Ring,Exclusive Brand J,JEW7087,4,2526.7,10106.8,5,505.34,0.08,768.12,10369.58,1533.91,6135.64,4233.94,40.83,Credit Card,New,CUST6826,Phone Order,REP650,NONE,0.39,No,5,Out of Stock
TXN004790,2023-04-03,10:41:06,Houston Galleria,ST005,Midwest,Beauty & Personal Care,Perfume,Luxury Brand B,BEA2144,4,137.38,549.52,20,109.9,0.08,35.17,474.79,100.96,403.84,70.95,14.94,Buy Now Pay Later,New,CUST8405,In-Store,REP385,NONE,11.01,No,3,Out of Stock
TXN004791,2022-12-25,19:14:45,Seattle Pike Place,ST013,Midwest,Footwear,Boots,Luxury Brand B,FOO6745,5,161.72,808.6,0,0.0,0.08,64.69,873.29,109.83,549.15,324.14,37.12,Digital Wallet,Returning,CUST8894,In-Store,REP357,NONE,11.96,Yes,3,In Stock
TXN004792,2023-07-08,20:29:09,Los Angeles Downtown,ST002,Southeast,Footwear,Running Shoes,Luxury Brand B,FOO7859,3,90.59,271.77,20,54.35,0.08,17.39,234.81,60.56,181.68,53.13,22.63,Digital Wallet,Returning,CUST4344,Online,REP876,FLASH15,0,Yes,1,Out of Stock
TXN004793,2023-12-09,10:03:19,Phoenix Fashion Square,ST006,Northeast,Toys & Games,Puzzle,Signature Brand G,TOY2971,4,76.04,304.16,0,0.0,0.08,24.33,328.49,58.27,233.08,95.41,29.05,Digital Wallet,Returning,CUST5242,In-Store,REP972,WINTER25,0,No,2,Low Stock
TXN004794,2022-04-18,15:50:28,Dallas NorthPark,ST010,West,Home & Living,Cushion,Elite Brand F,HOM3133,1,324.39,324.39,20,64.88,0.08,20.76,280.27,254.99,254.99,25.28,9.02,Credit Card,Member,CUST6814,Phone Order,REP600,VIP30,0,No,5,In Stock
TXN004795,2023-02-26,16:04:55,Phoenix Fashion Square,ST006,Midwest,Electronics,Smart TV,Modern Brand E,ELE5811,5,1271.94,6359.7,0,0.0,0.08,508.78,6868.48,838.09,4190.45,2678.03,38.99,Debit Card,Member,CUST3067,Mobile App,REP964,SUMMER20,16.26,No,3,Out of Stock
TXN004796,2023-09-28,10:24:19,Philadelphia Center City,ST007,Southwest,Books & Media,Cookbook,Modern Brand E,BOO1820,2,16.41,32.82,0,0.0,0.08,2.63,35.45,11.46,22.92,12.53,35.35,Buy Now Pay Later,New,CUST3889,Phone Order,REP431,VIP30,13.73,Yes,5,In Stock
TXN004797,2022-05-15,20:31:02,Denver Cherry Creek,ST014,Southeast,Accessories,Backpack,Modern Brand E,ACC8900,5,130.67,653.35,15,98.0,0.08,44.43,599.78,85.36,426.8,172.98,28.84,Digital Wallet,New,CUST7062,Phone Order,REP728,NONE,3.83,No,1,In Stock
TXN004798,2023-11-26,15:20:20,Las Vegas Strip,ST017,Northeast,Books & Media,Cookbook,Contemporary Brand I,BOO8761,3,17.5,52.5,5,2.62,0.08,3.99,53.87,12.84,38.52,15.35,28.49,Debit Card,Regular,CUST9462,In-Store,REP380,VIP30,2.41,No,5,In Stock
TXN004799,2023-01-06,17:24:13,Boston Newbury Street,ST015,West,Books & Media,Cookbook,Signature Brand G,BOO9838,2,25.23,50.46,30,15.14,0.08,2.83,38.15,19.11,38.22,-0.07,-0.18,Debit Card,Member,CUST6480,In-Store,REP762,SUMMER20,0.23,No,2,Low Stock
TXN004800,2023-01-16,12:02:52,San Jose Valley Fair,ST011,Southeast,Accessories,Scarf,Designer Brand C,ACC1730,4,306.13,1224.52,15,183.68,0.08,83.27,1124.11,214.62,858.48,265.63,23.63,Cash,Returning,CUST3776,In-Store,REP870,NONE,23.01,No,5,In Stock
